N	3gram	Voloshinov_1	Problemy
1	в то же	1	12
2	то же время	1	12
3	на самом деле	1	10
4	с самого начала	2	8
5	не может быть	4	6
6	по отношению к	3	5
7	с точки зрения	5	4
8	но в то	1	3
9	с другой стороны	2	3
10	в самом деле	2	3
11	подобно тому как	1	2
12	он и не	1	2
13	не входит в	1	2
14	вполне понятно что	3	2
15	а вовсе не	1	2
16	и наконец в	2	2
17	и не может	1	2
18	и к тому	1	2
19	в отличие от	1	2
20	тем не менее	1	2
21	выходит за пределы	1	2
22	него прежде всего	1	2
23	в узком смысле	1	1
24	но там где	1	1
25	к нему те	1	1
26	в чем же	1	1
27	и тот же	1	1
28	быть и речи	1	1
29	из него все	1	1
30	входит в нашу	1	1
31	как и в	1	1
32	один и тот	1	1
33	петербургской поэмы двойник	1	1
34	с ними и	1	1
35	но тем не	1	1
36	для того чтобы	1	1
37	это конечно не	1	1
38	почти никогда не	1	1
39	потому что они	1	1
40	на всем протяжении	1	1
41	к тому что	1	1
42	во всей своей	1	1
43	в своей статье	1	1
44	в том что	2	1
45	и как бы	1	1
46	в нашу задачу	1	1
47	и то же	2	1
48	стиля но для	1	1
49	для него прежде	1	1
50	на то что	1	1
51	чем иным как	2	1
52	в этот момент	1	1
53	на этом мы	1	1
54	может быть не	1	1
55	этом мы закончим	1	1
56	так и для	1	1
57	и вместе с	1	1
58	за пределы настоящей	1	1
59	прежде всего в	1	1
60	то что в	1	1
61	в этом отношении	1	1
62	всей своей полноте	1	1
63	не чем иным	2	1
64	может быть и	1	1
65	здесь и там	1	1
66	в данном случае	2	1
67	прежде всего не	1	1
68	что же такое	1	1
69	но может быть	1	1
70	одно и то	3	1
71	и сводится к	1	1
